country;store_url;address;GOOGLE_address;latitude;longitude
USA;https://www.lego.com/en-us/stores/stores/us/stonebriar-centre;2601 PRESTON RD STE 1222 FRISCO TX 75034-9472;2601 Preston Rd #1222, Frisco, TX 75034, USA;33.0991992;-96.81132
USA;https://www.lego.com/en-us/stores/stores/us/houston-galleria;5015 WESTHEIMER, SUITE A3319 HOUSTON TX 77056-5602;5015 Westheimer Rd a3319, Houston, TX 77056, USA;29.7391116;-95.4634682
USA;https://www.lego.com/en-us/stores/stores/us/the-woodlands-mall;1201 LAKE WOODLANDS DR # 01182 THE WOODLANDS TX 77380-5007;1201 Lake Woodlands Dr, The Woodlands, TX 77380, USA;30.1644114;-95.455586
USA;https://www.lego.com/en-us/stores/stores/us/fashion-place;6191 SOUTH STATE STREET MURRAY UT 84107;6191 State St, Murray, UT 84107, USA;40.6381459;-111.8887915
USA;https://www.lego.com/en-us/stores/stores/us/pentagon-city;1100 S HAYES STREET,SP 0G07B ARLINGTON VA 22202-4907;1100 S Hayes St, Arlington, VA 22202, USA;38.86300809999999;-77.0610665
USA;https://www.lego.com/en-us/stores/stores/us/potomac-mills-mall;2700 POTOMAC MILLS CIR STE 767 WOODBRIDGE VA 22192-4673;2700 Potomac Mills Cir #767, Woodbridge, VA 22192, USA;38.6433621;-77.29618289999999
USA;https://www.lego.com/en-us/stores/stores/us/tysons-corner;7966 TYSONS CORNER CTR MCLEAN VA 22102-4500;7966 Tysons Corner Center, McLean, VA 22102, USA;38.9172362;-77.2217387
USA;https://www.lego.com/en-us/stores/stores/us/alderwood;3000 184TH STREET SW, #428 LYNNWOOD WA 98037-4770;3000 184th St SW #428, Lynnwood, WA 98037, USA;47.8299542;-122.2725709
USA;https://www.lego.com/en-us/stores/stores/us/bellevue-square-mall;119 BELLEVUE SQUARE BELLEVUE WA 98004-5021;119 Bellevue Square, Bellevue, WA 98004, USA;47.6151275;-122.203095
USA;https://www.lego.com/en-us/stores/stores/us/westfield-southcenter;633 SOUTH CENTER, UNIT 1450 SEATTLE WA 98188-2875;633 Southcenter Mall #1450, Seattle, WA 98188, USA;47.4580485;-122.2580666
USA;https://www.lego.com/en-us/stores/stores/us/mayfair;2500 N. MAYFAIR RD, SPACE 0635 WAUWATOSA WI 53226-1409;2500 N Mayfair Rd, Wauwatosa, WI 53226, USA;43.06383530000001;-88.0445613
