"TEMPEXT"|"KWCLT"|"KWIT"
33,197948|321,66|473,25
33,207939|348,56|471,18
33,217926|342,04|459,95
33,217926|373,43|477,75
33,257877|340,69|467,11
33,277847|342,78|465,16
33,277847|342,44|473,99
33,287838|356,75|468,32
33,297817|345,88|462,75
33,297817|347,38|466,99
33,307808|364,94|466,26
33,307808|348,84|474,04
33,317795|354,43|470,09
33,347755|348,25|479,8
33,347755|335,96|463,65
33,357742|360,42|459,45
33,357742|338,07|470,29
33,367725|346,19|471,18
33,377712|355,41|464,01
33,39769|361,92|473,15
33,41766|339,95|474,61
33,41766|368,95|465,68
33,41766|341,73|467,24
33,43763|349,67|464,38
33,43763|365,82|479,72
33,477573|340,24|463,04
33,497551|446,94|479,86
33,507538|340,16|457,22
33,507538|364,79|475
33,507538|335,16|464,87
33,517517|321,62|474,01
33,527508|366,39|468,21
33,547474|382,01|464,4
33,577438|375,9|482,5
33,587418|329,56|470,21
33,637348|367,71|460,84
33,637348|360,99|473,65
33,637348|377,51|460,06
33,637348|336,91|469,32
33,687271|372,91|460
33,687271|371,43|468,53
33,727215|320,47|463,84
33,747189|351,82|466,06
33,757175|391,64|467,59
33,807095|350,68|478,75
33,837048|331,74|474,62
33,857021|367,46|474,46
33,886974|341,59|465,32
33,906937|352,35|471,49
33,906937|350,5|464,41
33,916924|334,08|462,69
33,97683|348,17|462,45
33,97683|354,03|467,26
33,996799|353,78|480,17
34,016766|368,28|477,09
34,026752|357,32|465,3
34,026752|370,87|477,81
34,026752|354,85|463,13
34,096638|344,74|464,32
34,106621|371,63|464,44
34,126587|353,52|465,29
34,146557|344,19|474,43
34,146557|383,91|471,69
34,146557|369,72|464,86
34,156536|363,65|475,74
34,196468|367,12|474,85
34,206455|358,76|474,39
34,236401|374|467,05
34,236401|359,86|465,58
34,236401|388,85|471,08
34,246387|360,48|473,77
34,256374|359,92|461,2
34,26635|359,68|463,47
34,26635|368,59|483,08
34,276337|362,44|465,39
34,306282|364,78|463,22
34,316269|354,41|473,81
34,386147|360,84|464,73
34,386147|438,02|466,6
34,406105|338,75|457,12
34,416092|359,31|478,93
34,426075|336,66|473,82
34,43605|381,67|461,26
34,45602|387,06|462,45
34,45602|350,6|464,78
34,475983|358,13|480,2
34,485966|366,03|478,3
34,485966|372,23|478,33
34,505936|354,35|474,1
34,515911|367,57|476,78
34,545856|343,92|461,39
34,55584|348,08|464,24
34,575806|346,81|465,67
34,575806|360,92|462,9
34,585781|355,86|460,08
34,595768|362,23|464,62
34,615726|384,17|467,81
34,645676|331,18|478,77
34,645676|352,31|482,03
34,655651|355,18|465,21
34,725521|374,22|461,85
34,735504|370,4|477,52
34,75547|376,21|474,16
34,765446|365,09|465,01
34,775429|336,05|464,8
34,80537|366,55|465,17
34,835312|377,71|474,89
34,895199|360,52|464,9
34,895199|360,37|479,93
34,895199|341,39|461,34
34,905174|383,54|477,99
34,905174|388,78|477,77
34,905174|348,27|460,02
34,915157|360,49|472,63
34,915157|358,45|467,76
34,945095|368,3|465,44
34,955078|365,29|464,62
34,955078|352,13|474,56
35,014957|369,24|481,37
35,02494|375,61|464,84
35,084816|381,86|476,63
35,114754|367,18|465,67
35,114754|372,46|462,86
35,134716|366,06|465,69
35,134716|383,37|466,43
35,134716|365,92|483,51
35,144695|382,04|466,04
35,154671|394,07|476,2
35,154671|373,21|471,43
35,164654|374,51|466,44
35,194588|359,24|465,36
35,204571|382,12|465,8
35,21455|383,78|485,38
35,234505|367,46|481,16
35,244488|358,08|463,35
35,244488|363,58|460,5
35,264442|370,61|472,28
35,264442|364,24|459,75
35,274422|365,84|466,22
35,274422|371,1|473,66
35,294376|374,68|461,34
35,304359|363,39|464,89
35,304359|388,96|469,84
35,314339|374,6|474,67
35,314339|345,11|475,59
35,314339|340,95|0
35,334293|364,68|464,82
35,344273|353,28|479,28
35,374207|370,54|473
35,374207|371,27|469,28
35,404144|357,7|465,97
35,424103|356,58|467,47
35,434074|361,65|459,53
35,454037|366,74|463,51
35,483971|390,89|479,29
35,483971|380,06|474,2
35,483971|360,66|463,81
35,49395|370,27|465,49
35,513901|374,19|461,4
35,523884|356,18|467,93
35,523884|381,19|483,77
35,543835|355,32|475,61
35,563793|350,76|472,94
35,573776|360,93|474,04
35,583748|360,55|456,76
35,613678|386,58|479,69
35,653587|355,9|473,72
35,663567|399,81|476,41
35,663567|366,55|461,85
35,67355|356,8|468,21
35,67355|355,85|465,46
35,683521|380,89|469,04
35,683521|342,93|465,35
35,693501|349,6|466,57
35,70348|373,47|468,29
35,743389|387,14|465,05
35,753361|365,02|479,84
35,803246|346,38|473,67
35,823204|363,04|474,78
35,833176|371,82|460,37
35,843155|388,3|461,78
35,863102|372,92|462,01
35,88306|352,9|457,02
35,89304|399,28|468,13
35,912991|358,78|458,77
35,942917|367,2|466,33
35,942917|384,94|461,34
35,952896|386,81|481,9
35,982822|374,66|467,2
35,982822|355,14|480,1
35,992802|371,98|468,34
36,002769|364,78|467,63
36,022728|381,44|478,01
36,022728|382,54|484,83
36,022728|362,79|464,89
36,032703|360,85|477,18
36,032703|379,9|473,74
36,032703|352,3|472,97
36,052654|383,23|479,41
36,06263|390,69|472,06
36,102535|372,43|479,89
36,112503|380,39|461,6
36,112503|398,5|466,6
36,122482|379,91|474,58
36,132458|377,36|460,68
36,132458|361,1|465,28
36,132458|370,21|479,98
36,152409|364,31|480,02
36,182331|367,19|457,66
36,182331|381,98|470,44
36,19231|371,23|461,44
36,242188|353,64|474,95
36,262135|358,33|472,75
36,27211|397,39|474,38
36,302032|410,47|462,02
36,302032|381,75|462,81
36,302032|359,5|474,87
36,302032|367,26|472,53
36,312012|362,28|466,81
36,341934|368,77|473,98
36,371857|396,5|475,28
36,371857|381,25|483,43
36,391811|371,75|468,23
36,391811|383,44|474,87
36,391811|367,54|468,44
36,391811|394,31|466,45
36,391811|350,67|460,57
36,391811|340,43|456,48
36,401779|363,77|480,62
36,431702|389,35|464,17
36,441677|372,3|473,57
36,441677|368,64|471,28
36,441677|374,45|463,89
36,461628|370,03|464,71
36,461628|369,41|472,44
36,481575|391,51|478,23
36,49155|369,09|477,49
36,501518|369,4|466,2
36,511494|380,58|471,29
36,531448|372,35|468,34
36,541416|364,34|464,99
36,551392|392,31|467
36,551392|366,42|472,11
36,571342|412,74|477,72
36,58131|374,06|477,06
36,591286|385,03|477,5
36,601261|369,14|474,68
36,611229|377,65|473,38
36,621204|389,47|476,49
36,641155|383,59|484,02
36,651123|380,12|472,48
36,661102|385,99|477,48
36,671078|367,39|473,02
36,671078|384,93|461,31
36,691017|350,59|457,55
36,691017|393,68|478,26
36,720936|394,79|469,18
36,810696|397,24|475,52
36,830639|412,25|477,32
36,840614|423,06|476,29
36,85059|388,84|467,41
36,860558|350,16|458,79
36,860558|358,45|478,8
36,900448|359,3|477,92
36,920395|360,85|456,91
36,930363|389,71|474,68
36,930363|374,24|467,59
36,95031|383,86|464,55
36,95031|366,68|470,45
36,980225|401,68|477,93
37,000168|380,9|470,05
37,010139|399,2|469,91
37,010139|386,56|468,84
37,020115|349,9|458,43
37,060001|367,86|464,45
37,060001|367,97|464,15
37,069977|380,36|476
37,069977|385|475,85
37,079945|383,08|469,46
37,099892|377,79|474,54
37,129803|408,77|468,73
37,159718|374,01|482
37,169689|362,08|467,37
37,189629|381,7|471,28
37,21954|374,7|466,35
37,21954|369,44|475,51
37,249454|387,15|482,91
37,259426|382,77|465,42
37,289337|368,56|476,38
37,309284|370,66|466,43
37,349167|385,78|472,27
37,359131|372,7|478,82
37,38905|368,95|476,18
37,38905|394,39|476
37,399014|390,53|475,95
37,428925|375,9|464,72
37,468807|391,6|478,11
37,48875|362,73|475,26
37,48875|377,9|475,28
37,498714|367,26|466,12
37,498714|395,67|467,72
37,548569|368,09|475,23
37,548569|412,74|478,21
37,55854|363,1|464,11
37,598419|372,62|467,58
37,608383|389,61|476,39
37,668205|384,22|483,11
37,678169|364,82|473,66
37,678169|398,67|475,79
37,70808|359,88|467,63
37,728016|409,51|476,84
37,737988|380,06|466,49
37,777863|379,25|465,61
37,777863|387,01|474,26
37,797798|388,51|464,76
37,827702|370,32|473,64
37,827702|400|484,88
37,837673|385,51|466,86
37,857609|382,02|467,16
37,867577|387|465,59
37,88752|372,29|477,82
37,897484|400,43|475,64
37,937355|378,34|477,24
37,947327|384,04|466,82
37,967258|390,05|484,06
37,967258|364,14|466,19
38,017101|387,77|484,4
38,017101|372,6|467,43
38,027073|396,46|466,11
38,047005|381,03|474,17
38,086876|384,09|465,55
38,116779|383,29|466,81
38,146679|405,15|475,21
38,18655|414,55|466,53
38,206486|372,21|466,9
38,226418|394,07|466,11
38,236389|364,08|464,98
38,246349|383,79|466,25
38,286217|388,31|466,21
38,296185|386,65|472,83
38,306156|399,17|474,57
38,316124|368,57|474,07
38,326084|374,15|468,51
38,346024|365,63|465,02
38,365952|380,76|484,3
38,375919|394,63|475,31
38,505478|364,23|465,48
38,505478|358,45|473,68
38,555309|408,45|466,75
38,664932|361,51|463,86
38,694828|374,07|479,98
38,694828|377,06|463,68
38,714752|380,7|485,32
38,76458|402,43|473,74
38,784508|392,43|483,57
38,814407|406,59|474,22
39,073471|387,34|466,64
39,212955|371,82|465,07
39,541718|368,73|466,7
39,59153|386,97|464,29
39,800713|397,38|468,21
40,099514|406,58|464,87
40,139351|388,27|465,57
40,577526|380,68|468,57
40,697018|385,89|472,97
40,716927|383,99|465,59
